Scheme_Code,Scheme_Name,ISIN_Div_Payout_or_Growth,ISIN_Div_Reinvestment,Net_Asset_Value,Date
144753,Axis Ultra Short Duration Fund - Direct Plan - Daily IDCW,,INF846K01F57,10.0452,01-Oct-2018
144753,Axis Ultra Short Duration Fund - Direct Plan - Daily IDCW,,INF846K01F57,10.02,01-Jan-2019
144753,Axis Ultra Short Duration Fund - Direct Plan - Daily IDCW,,INF846K01F57,10.03,01-Jul-2019
144753,Axis Ultra Short Duration Fund - Direct Plan - Daily IDCW,,INF846K01F57,10.0338,01-Oct-2019
144753,Axis Ultra Short Duration Fund - Direct Plan - Daily IDCW,,INF846K01F57,10.0338,01-Jan-2020
144753,Axis Ultra Short Duration Fund - Direct Plan - Daily IDCW,,INF846K01F57,10.0338,01-Jul-2020
144753,Axis Ultra Short Duration Fund - Direct Plan - Daily IDCW,,INF846K01F57,10.0338,01-Oct-2020
144753,Axis Ultra Short Duration Fund - Direct Plan - Daily IDCW,,INF846K01F57,10.0338,01-Jan-2021
144753,Axis Ultra Short Duration Fund - Direct Plan - Daily IDCW,,INF846K01F57,10.0338,01-Jul-2021
144753,Axis Ultra Short Duration Fund - Direct Plan - Daily IDCW,,INF846K01F57,10.0338,01-Oct-2021
144753,Axis Ultra Short Duration Fund - Direct Plan - Daily IDCW,,INF846K01F57,10.0338,01-Jul-2022
144753,Axis Ultra Short Duration Fund - Direct Plan - Daily IDCW,,INF846K01F57,10.0338,01-Jan-2024
144753,Axis Ultra Short Duration Fund - Direct Plan - Daily IDCW,,INF846K01F57,10.0338,01-Jul-2024
144753,Axis Ultra Short Duration Fund - Direct Plan - Daily IDCW,,INF846K01F57,10.0338,01-Jul-2024
144753,Axis Ultra Short Duration Fund - Direct Plan - Daily IDCW,,INF846K01F57,10.0338,01-Oct-2024
144753,Axis Ultra Short Duration Fund - Direct Plan - Daily IDCW,,INF846K01F57,10.0338,01-Jan-2025
144753,Axis Ultra Short Duration Fund - Direct Plan - Daily IDCW,,INF846K01F57,10.0338,01-Jul-2025
144753,Axis Ultra Short Duration Fund - Direct Plan - Daily IDCW,,INF846K01F57,10.0338,01-Oct-2025
144755,Axis Ultra Short Duration Fund - Direct Plan - Monthly IDCW,INF846K01F99,INF846K01F81,10.0452,01-Oct-2018
144755,Axis Ultra Short Duration Fund - Direct Plan - Monthly IDCW,INF846K01F99,INF846K01F81,10.0482,01-Jan-2019
144755,Axis Ultra Short Duration Fund - Direct Plan - Monthly IDCW,INF846K01F99,INF846K01F81,10.0473,01-Jul-2019
144755,Axis Ultra Short Duration Fund - Direct Plan - Monthly IDCW,INF846K01F99,INF846K01F81,10.054,01-Oct-2019
144755,Axis Ultra Short Duration Fund - Direct Plan - Monthly IDCW,INF846K01F99,INF846K01F81,10.0478,01-Jan-2020
144755,Axis Ultra Short Duration Fund - Direct Plan - Monthly IDCW,INF846K01F99,INF846K01F81,10.0561,01-Jul-2020
144755,Axis Ultra Short Duration Fund - Direct Plan - Monthly IDCW,INF846K01F99,INF846K01F81,10.0376,01-Oct-2020
144755,Axis Ultra Short Duration Fund - Direct Plan - Monthly IDCW,INF846K01F99,INF846K01F81,10.0427,01-Jan-2021
144755,Axis Ultra Short Duration Fund - Direct Plan - Monthly IDCW,INF846K01F99,INF846K01F81,10.0322,01-Jul-2021
144755,Axis Ultra Short Duration Fund - Direct Plan - Monthly IDCW,INF846K01F99,INF846K01F81,10.0239,01-Oct-2021
144755,Axis Ultra Short Duration Fund - Direct Plan - Monthly IDCW,INF846K01F99,INF846K01F81,10.0332,01-Jul-2022
144755,Axis Ultra Short Duration Fund - Direct Plan - Monthly IDCW,INF846K01F99,INF846K01F81,10.0485,01-Jan-2024
144755,Axis Ultra Short Duration Fund - Direct Plan - Monthly IDCW,INF846K01F99,INF846K01F81,10.0416,01-Jul-2024
144755,Axis Ultra Short Duration Fund - Direct Plan - Monthly IDCW,INF846K01F99,INF846K01F81,10.0416,01-Jul-2024
144755,Axis Ultra Short Duration Fund - Direct Plan - Monthly IDCW,INF846K01F99,INF846K01F81,10.0445,01-Oct-2024
144755,Axis Ultra Short Duration Fund - Direct Plan - Monthly IDCW,INF846K01F99,INF846K01F81,10.0403,01-Jan-2025
144755,Axis Ultra Short Duration Fund - Direct Plan - Monthly IDCW,INF846K01F99,INF846K01F81,10.062,01-Jul-2025
144755,Axis Ultra Short Duration Fund - Direct Plan - Monthly IDCW,INF846K01F99,INF846K01F81,10.044,01-Oct-2025
144756,Axis Ultra Short Duration Fund - Direct Plan - Regular IDCW,INF846K01G15,INF846K01G07,10.0452,01-Oct-2018
144756,Axis Ultra Short Duration Fund - Direct Plan - Regular IDCW,INF846K01G15,INF846K01G07,10.2776,01-Jan-2019
144756,Axis Ultra Short Duration Fund - Direct Plan - Regular IDCW,INF846K01G15,INF846K01G07,10.7151,01-Jul-2019
144756,Axis Ultra Short Duration Fund - Direct Plan - Regular IDCW,INF846K01G15,INF846K01G07,10.9523,01-Oct-2019
144756,Axis Ultra Short Duration Fund - Direct Plan - Regular IDCW,INF846K01G15,INF846K01G07,11.1597,01-Jan-2020
144756,Axis Ultra Short Duration Fund - Direct Plan - Regular IDCW,INF846K01G15,INF846K01G07,11.5498,01-Jul-2020
144756,Axis Ultra Short Duration Fund - Direct Plan - Regular IDCW,INF846K01G15,INF846K01G07,11.7033,01-Oct-2020
144756,Axis Ultra Short Duration Fund - Direct Plan - Regular IDCW,INF846K01G15,INF846K01G07,11.8495,01-Jan-2021
144756,Axis Ultra Short Duration Fund - Direct Plan - Regular IDCW,INF846K01G15,INF846K01G07,12.0968,01-Jul-2021
144756,Axis Ultra Short Duration Fund - Direct Plan - Regular IDCW,INF846K01G15,INF846K01G07,12.2202,01-Oct-2021
144756,Axis Ultra Short Duration Fund - Direct Plan - Regular IDCW,INF846K01G15,INF846K01G07,12.5806,01-Jul-2022
144756,Axis Ultra Short Duration Fund - Direct Plan - Regular IDCW,INF846K01G15,INF846K01G07,13.9348,01-Jan-2024
144756,Axis Ultra Short Duration Fund - Direct Plan - Regular IDCW,INF846K01G15,INF846K01G07,14.4778,01-Jul-2024
144756,Axis Ultra Short Duration Fund - Direct Plan - Regular IDCW,INF846K01G15,INF846K01G07,14.4778,01-Jul-2024
144756,Axis Ultra Short Duration Fund - Direct Plan - Regular IDCW,INF846K01G15,INF846K01G07,14.7543,01-Oct-2024
144756,Axis Ultra Short Duration Fund - Direct Plan - Regular IDCW,INF846K01G15,INF846K01G07,15.0283,01-Jan-2025
144756,Axis Ultra Short Duration Fund - Direct Plan - Regular IDCW,INF846K01G15,INF846K01G07,15.6481,01-Jul-2025
144756,Axis Ultra Short Duration Fund - Direct Plan - Regular IDCW,INF846K01G15,INF846K01G07,15.9008,01-Oct-2025
144757,Axis Ultra Short Duration Fund - Direct Plan - Weekly IDCW,INF846K01F73,INF846K01F65,10.0452,01-Oct-2018
144757,Axis Ultra Short Duration Fund - Direct Plan - Weekly IDCW,INF846K01F73,INF846K01F65,10.0531,01-Jan-2019
144757,Axis Ultra Short Duration Fund - Direct Plan - Weekly IDCW,INF846K01F73,INF846K01F65,10.05,01-Jul-2019
144757,Axis Ultra Short Duration Fund - Direct Plan - Weekly IDCW,INF846K01F73,INF846K01F65,10.0556,01-Oct-2019
144757,Axis Ultra Short Duration Fund - Direct Plan - Weekly IDCW,INF846K01F73,INF846K01F65,10.0547,01-Jan-2020
144757,Axis Ultra Short Duration Fund - Direct Plan - Weekly IDCW,INF846K01F73,INF846K01F65,10.0553,01-Jul-2020
144757,Axis Ultra Short Duration Fund - Direct Plan - Weekly IDCW,INF846K01F73,INF846K01F65,10.0552,01-Oct-2020
144757,Axis Ultra Short Duration Fund - Direct Plan - Weekly IDCW,INF846K01F73,INF846K01F65,10.0557,01-Jan-2021
144757,Axis Ultra Short Duration Fund - Direct Plan - Weekly IDCW,INF846K01F73,INF846K01F65,10.0541,01-Jul-2021
144757,Axis Ultra Short Duration Fund - Direct Plan - Weekly IDCW,INF846K01F73,INF846K01F65,10.0534,01-Oct-2021
144757,Axis Ultra Short Duration Fund - Direct Plan - Weekly IDCW,INF846K01F73,INF846K01F65,10.0587,01-Jul-2022
144757,Axis Ultra Short Duration Fund - Direct Plan - Weekly IDCW,INF846K01F73,INF846K01F65,10.05,01-Jan-2024
144757,Axis Ultra Short Duration Fund - Direct Plan - Weekly IDCW,INF846K01F73,INF846K01F65,10.05,01-Jul-2024
144757,Axis Ultra Short Duration Fund - Direct Plan - Weekly IDCW,INF846K01F73,INF846K01F65,10.05,01-Jul-2024
144757,Axis Ultra Short Duration Fund - Direct Plan - Weekly IDCW,INF846K01F73,INF846K01F65,10.0045,01-Oct-2024
144757,Axis Ultra Short Duration Fund - Direct Plan - Weekly IDCW,INF846K01F73,INF846K01F65,10.0585,01-Jan-2025
144757,Axis Ultra Short Duration Fund - Direct Plan - Weekly IDCW,INF846K01F73,INF846K01F65,10.0554,01-Jul-2025
144757,Axis Ultra Short Duration Fund - Direct Plan - Weekly IDCW,INF846K01F73,INF846K01F65,10.0593,01-Oct-2025
144754,Axis Ultra Short Duration Fund - Direct Plan Growth,INF846K01F40,,10.0452,01-Oct-2018
144754,Axis Ultra Short Duration Fund - Direct Plan Growth,INF846K01F40,,10.2772,01-Jan-2019
144754,Axis Ultra Short Duration Fund - Direct Plan Growth,INF846K01F40,,10.7146,01-Jul-2019
144754,Axis Ultra Short Duration Fund - Direct Plan Growth,INF846K01F40,,10.9516,01-Oct-2019
144754,Axis Ultra Short Duration Fund - Direct Plan Growth,INF846K01F40,,11.159,01-Jan-2020
144754,Axis Ultra Short Duration Fund - Direct Plan Growth,INF846K01F40,,11.5466,01-Jul-2020
144754,Axis Ultra Short Duration Fund - Direct Plan Growth,INF846K01F40,,11.7,01-Oct-2020
144754,Axis Ultra Short Duration Fund - Direct Plan Growth,INF846K01F40,,11.8462,01-Jan-2021
144754,Axis Ultra Short Duration Fund - Direct Plan Growth,INF846K01F40,,12.0934,01-Jul-2021
144754,Axis Ultra Short Duration Fund - Direct Plan Growth,INF846K01F40,,12.2167,01-Oct-2021
144754,Axis Ultra Short Duration Fund - Direct Plan Growth,INF846K01F40,,12.577,01-Jul-2022
144754,Axis Ultra Short Duration Fund - Direct Plan Growth,INF846K01F40,,13.9313,01-Jan-2024
144754,Axis Ultra Short Duration Fund - Direct Plan Growth,INF846K01F40,,14.4762,01-Jul-2024
144754,Axis Ultra Short Duration Fund - Direct Plan Growth,INF846K01F40,,14.4762,01-Jul-2024
144754,Axis Ultra Short Duration Fund - Direct Plan Growth,INF846K01F40,,14.753,01-Oct-2024
144754,Axis Ultra Short Duration Fund - Direct Plan Growth,INF846K01F40,,15.027,01-Jan-2025
144754,Axis Ultra Short Duration Fund - Direct Plan Growth,INF846K01F40,,15.6467,01-Jul-2025
144754,Axis Ultra Short Duration Fund - Direct Plan Growth,INF846K01F40,,15.8993,01-Oct-2025
144758,Axis Ultra Short Duration Fund - Regular Plan - Daily IDCW,,INF846K01G31,10.0399,01-Oct-2018
144758,Axis Ultra Short Duration Fund - Regular Plan - Daily IDCW,,INF846K01G31,10.02,01-Jan-2019
144758,Axis Ultra Short Duration Fund - Regular Plan - Daily IDCW,,INF846K01G31,10.0317,01-Jul-2019
144758,Axis Ultra Short Duration Fund - Regular Plan - Daily IDCW,,INF846K01G31,10.0459,01-Oct-2019
144758,Axis Ultra Short Duration Fund - Regular Plan - Daily IDCW,,INF846K01G31,10.0624,01-Jan-2020
144758,Axis Ultra Short Duration Fund - Regular Plan - Daily IDCW,,INF846K01G31,10.0626,01-Jul-2020
144758,Axis Ultra Short Duration Fund - Regular Plan - Daily IDCW,,INF846K01G31,10.0689,01-Oct-2020
144758,Axis Ultra Short Duration Fund - Regular Plan - Daily IDCW,,INF846K01G31,10.0689,01-Jan-2021
144758,Axis Ultra Short Duration Fund - Regular Plan - Daily IDCW,,INF846K01G31,10.0689,01-Jul-2021
144758,Axis Ultra Short Duration Fund - Regular Plan - Daily IDCW,,INF846K01G31,10.0689,01-Oct-2021
144758,Axis Ultra Short Duration Fund - Regular Plan - Daily IDCW,,INF846K01G31,10.0689,01-Jul-2022
144758,Axis Ultra Short Duration Fund - Regular Plan - Daily IDCW,,INF846K01G31,10.0689,01-Jan-2024
144758,Axis Ultra Short Duration Fund - Regular Plan - Daily IDCW,,INF846K01G31,10.0689,01-Jul-2024
144758,Axis Ultra Short Duration Fund - Regular Plan - Daily IDCW,,INF846K01G31,10.0689,01-Jul-2024
144758,Axis Ultra Short Duration Fund - Regular Plan - Daily IDCW,,INF846K01G31,10.0689,01-Oct-2024
144758,Axis Ultra Short Duration Fund - Regular Plan - Daily IDCW,,INF846K01G31,10.0689,01-Jan-2025
144758,Axis Ultra Short Duration Fund - Regular Plan - Daily IDCW,,INF846K01G31,10.0689,01-Jul-2025
144758,Axis Ultra Short Duration Fund - Regular Plan - Daily IDCW,,INF846K01G31,10.0689,01-Oct-2025
144760,Axis Ultra Short Duration Fund - Regular Plan - Monthly IDCW,INF846K01G72,INF846K01G64,10.0399,01-Oct-2018
144760,Axis Ultra Short Duration Fund - Regular Plan - Monthly IDCW,INF846K01G72,INF846K01G64,10.0407,01-Jan-2019
144760,Axis Ultra Short Duration Fund - Regular Plan - Monthly IDCW,INF846K01G72,INF846K01G64,10.0372,01-Jul-2019
144760,Axis Ultra Short Duration Fund - Regular Plan - Monthly IDCW,INF846K01G72,INF846K01G64,10.0575,01-Oct-2019
144760,Axis Ultra Short Duration Fund - Regular Plan - Monthly IDCW,INF846K01G72,INF846K01G64,10.0616,01-Jan-2020
144760,Axis Ultra Short Duration Fund - Regular Plan - Monthly IDCW,INF846K01G72,INF846K01G64,10.0645,01-Jul-2020
144760,Axis Ultra Short Duration Fund - Regular Plan - Monthly IDCW,INF846K01G72,INF846K01G64,10.0446,01-Oct-2020
144760,Axis Ultra Short Duration Fund - Regular Plan - Monthly IDCW,INF846K01G72,INF846K01G64,10.0472,01-Jan-2021
144760,Axis Ultra Short Duration Fund - Regular Plan - Monthly IDCW,INF846K01G72,INF846K01G64,10.0327,01-Jul-2021
144760,Axis Ultra Short Duration Fund - Regular Plan - Monthly IDCW,INF846K01G72,INF846K01G64,10.0249,01-Oct-2021
144760,Axis Ultra Short Duration Fund - Regular Plan - Monthly IDCW,INF846K01G72,INF846K01G64,10.0327,01-Jul-2022
144760,Axis Ultra Short Duration Fund - Regular Plan - Monthly IDCW,INF846K01G72,INF846K01G64,10.0395,01-Jan-2024
144760,Axis Ultra Short Duration Fund - Regular Plan - Monthly IDCW,INF846K01G72,INF846K01G64,10.0496,01-Jul-2024
144760,Axis Ultra Short Duration Fund - Regular Plan - Monthly IDCW,INF846K01G72,INF846K01G64,10.0496,01-Jul-2024
144760,Axis Ultra Short Duration Fund - Regular Plan - Monthly IDCW,INF846K01G72,INF846K01G64,10.0522,01-Oct-2024
144760,Axis Ultra Short Duration Fund - Regular Plan - Monthly IDCW,INF846K01G72,INF846K01G64,10.0463,01-Jan-2025
144760,Axis Ultra Short Duration Fund - Regular Plan - Monthly IDCW,INF846K01G72,INF846K01G64,10.0734,01-Jul-2025
144760,Axis Ultra Short Duration Fund - Regular Plan - Monthly IDCW,INF846K01G72,INF846K01G64,10.0532,01-Oct-2025
144761,Axis Ultra Short Duration Fund - Regular Plan - Regular IDCW,INF846K01G98,INF846K01G80,10.0399,01-Oct-2018
144761,Axis Ultra Short Duration Fund - Regular Plan - Regular IDCW,INF846K01G98,INF846K01G80,10.2519,01-Jan-2019
144761,Axis Ultra Short Duration Fund - Regular Plan - Regular IDCW,INF846K01G98,INF846K01G80,10.6404,01-Jul-2019
144761,Axis Ultra Short Duration Fund - Regular Plan - Regular IDCW,INF846K01G98,INF846K01G80,10.8508,01-Oct-2019
144761,Axis Ultra Short Duration Fund - Regular Plan - Regular IDCW,INF846K01G98,INF846K01G80,11.0312,01-Jan-2020
144761,Axis Ultra Short Duration Fund - Regular Plan - Regular IDCW,INF846K01G98,INF846K01G80,11.3628,01-Jul-2020
144761,Axis Ultra Short Duration Fund - Regular Plan - Regular IDCW,INF846K01G98,INF846K01G80,11.4872,01-Oct-2020
144761,Axis Ultra Short Duration Fund - Regular Plan - Regular IDCW,INF846K01G98,INF846K01G80,11.6047,01-Jan-2021
144761,Axis Ultra Short Duration Fund - Regular Plan - Regular IDCW,INF846K01G98,INF846K01G80,11.7949,01-Jul-2021
144761,Axis Ultra Short Duration Fund - Regular Plan - Regular IDCW,INF846K01G98,INF846K01G80,11.8888,01-Oct-2021
144761,Axis Ultra Short Duration Fund - Regular Plan - Regular IDCW,INF846K01G98,INF846K01G80,12.1591,01-Jul-2022
144761,Axis Ultra Short Duration Fund - Regular Plan - Regular IDCW,INF846K01G98,INF846K01G80,13.2925,01-Jan-2024
144761,Axis Ultra Short Duration Fund - Regular Plan - Regular IDCW,INF846K01G98,INF846K01G80,13.7564,01-Jul-2024
144761,Axis Ultra Short Duration Fund - Regular Plan - Regular IDCW,INF846K01G98,INF846K01G80,13.7564,01-Jul-2024
144761,Axis Ultra Short Duration Fund - Regular Plan - Regular IDCW,INF846K01G98,INF846K01G80,13.9907,01-Oct-2024
144761,Axis Ultra Short Duration Fund - Regular Plan - Regular IDCW,INF846K01G98,INF846K01G80,14.2214,01-Jan-2025
144761,Axis Ultra Short Duration Fund - Regular Plan - Regular IDCW,INF846K01G98,INF846K01G80,14.7482,01-Jul-2025
144761,Axis Ultra Short Duration Fund - Regular Plan - Regular IDCW,INF846K01G98,INF846K01G80,14.9554,01-Oct-2025
144762,Axis Ultra Short Duration Fund - Regular Plan - Weekly IDCW,INF846K01G56,INF846K01G49,10.0399,01-Oct-2018
144762,Axis Ultra Short Duration Fund - Regular Plan - Weekly IDCW,INF846K01G56,INF846K01G49,10.0529,01-Jan-2019
144762,Axis Ultra Short Duration Fund - Regular Plan - Weekly IDCW,INF846K01G56,INF846K01G49,10.05,01-Jul-2019
144762,Axis Ultra Short Duration Fund - Regular Plan - Weekly IDCW,INF846K01G56,INF846K01G49,10.0725,01-Oct-2019
144762,Axis Ultra Short Duration Fund - Regular Plan - Weekly IDCW,INF846K01G56,INF846K01G49,10.0714,01-Jan-2020
144762,Axis Ultra Short Duration Fund - Regular Plan - Weekly IDCW,INF846K01G56,INF846K01G49,10.0719,01-Jul-2020
144762,Axis Ultra Short Duration Fund - Regular Plan - Weekly IDCW,INF846K01G56,INF846K01G49,10.0716,01-Oct-2020
144762,Axis Ultra Short Duration Fund - Regular Plan - Weekly IDCW,INF846K01G56,INF846K01G49,10.0718,01-Jan-2021
144762,Axis Ultra Short Duration Fund - Regular Plan - Weekly IDCW,INF846K01G56,INF846K01G49,10.0705,01-Jul-2021
144762,Axis Ultra Short Duration Fund - Regular Plan - Weekly IDCW,INF846K01G56,INF846K01G49,10.0696,01-Oct-2021
144762,Axis Ultra Short Duration Fund - Regular Plan - Weekly IDCW,INF846K01G56,INF846K01G49,10.0749,01-Jul-2022
144762,Axis Ultra Short Duration Fund - Regular Plan - Weekly IDCW,INF846K01G56,INF846K01G49,10.0671,01-Jan-2024
144762,Axis Ultra Short Duration Fund - Regular Plan - Weekly IDCW,INF846K01G56,INF846K01G49,10.0671,01-Jul-2024
144762,Axis Ultra Short Duration Fund - Regular Plan - Weekly IDCW,INF846K01G56,INF846K01G49,10.0671,01-Jul-2024
144762,Axis Ultra Short Duration Fund - Regular Plan - Weekly IDCW,INF846K01G56,INF846K01G49,10.07,01-Oct-2024
144762,Axis Ultra Short Duration Fund - Regular Plan - Weekly IDCW,INF846K01G56,INF846K01G49,10.0752,01-Jan-2025
144762,Axis Ultra Short Duration Fund - Regular Plan - Weekly IDCW,INF846K01G56,INF846K01G49,10.0723,01-Jul-2025
144762,Axis Ultra Short Duration Fund - Regular Plan - Weekly IDCW,INF846K01G56,INF846K01G49,10.076,01-Oct-2025
144759,Axis Ultra Short Duration Fund - Regular Plan Growth,INF846K01G23,,10.0399,01-Oct-2018
144759,Axis Ultra Short Duration Fund - Regular Plan Growth,INF846K01G23,,10.2519,01-Jan-2019
144759,Axis Ultra Short Duration Fund - Regular Plan Growth,INF846K01G23,,10.6404,01-Jul-2019
144759,Axis Ultra Short Duration Fund - Regular Plan Growth,INF846K01G23,,10.8508,01-Oct-2019
144759,Axis Ultra Short Duration Fund - Regular Plan Growth,INF846K01G23,,11.031,01-Jan-2020
144759,Axis Ultra Short Duration Fund - Regular Plan Growth,INF846K01G23,,11.3626,01-Jul-2020
144759,Axis Ultra Short Duration Fund - Regular Plan Growth,INF846K01G23,,11.4874,01-Oct-2020
144759,Axis Ultra Short Duration Fund - Regular Plan Growth,INF846K01G23,,11.6049,01-Jan-2021
144759,Axis Ultra Short Duration Fund - Regular Plan Growth,INF846K01G23,,11.795,01-Jul-2021
144759,Axis Ultra Short Duration Fund - Regular Plan Growth,INF846K01G23,,11.8889,01-Oct-2021
144759,Axis Ultra Short Duration Fund - Regular Plan Growth,INF846K01G23,,12.1592,01-Jul-2022
144759,Axis Ultra Short Duration Fund - Regular Plan Growth,INF846K01G23,,13.2926,01-Jan-2024
144759,Axis Ultra Short Duration Fund - Regular Plan Growth,INF846K01G23,,13.7565,01-Jul-2024
144759,Axis Ultra Short Duration Fund - Regular Plan Growth,INF846K01G23,,13.7565,01-Jul-2024
144759,Axis Ultra Short Duration Fund - Regular Plan Growth,INF846K01G23,,13.9908,01-Oct-2024
144759,Axis Ultra Short Duration Fund - Regular Plan Growth,INF846K01G23,,14.2215,01-Jan-2025
144759,Axis Ultra Short Duration Fund - Regular Plan Growth,INF846K01G23,,14.7483,01-Jul-2025
144759,Axis Ultra Short Duration Fund - Regular Plan Growth,INF846K01G23,,14.9555,01-Oct-2025
144195,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN -MONTHLY IDCW,INF194KA11S2,INF194KA12S0,10.0134,01-Oct-2018
144195,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN -MONTHLY IDCW,INF194KA11S2,INF194KA12S0,10.0216,01-Jan-2019
144195,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN -MONTHLY IDCW,INF194KA11S2,INF194KA12S0,10.0308,01-Jul-2019
144195,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN -MONTHLY IDCW,INF194KA11S2,INF194KA12S0,10.0471,01-Oct-2019
144195,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN -MONTHLY IDCW,INF194KA11S2,INF194KA12S0,10.0438,01-Jan-2020
144195,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN -MONTHLY IDCW,INF194KA11S2,INF194KA12S0,10.0418,01-Jul-2020
144195,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN -MONTHLY IDCW,INF194KA11S2,INF194KA12S0,10.0394,01-Oct-2020
144195,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN -MONTHLY IDCW,INF194KA11S2,INF194KA12S0,10.0396,01-Jan-2021
144195,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN -MONTHLY IDCW,INF194KA11S2,INF194KA12S0,10.0376,01-Jul-2021
144195,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN -MONTHLY IDCW,INF194KA11S2,INF194KA12S0,10.0364,01-Oct-2021
144195,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN -MONTHLY IDCW,INF194KA11S2,INF194KA12S0,10.0414,01-Jul-2022
144195,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN -MONTHLY IDCW,INF194KA11S2,INF194KA12S0,10.0456,01-Jan-2024
144195,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN -MONTHLY IDCW,INF194KA11S2,INF194KA12S0,10.0454,01-Jul-2024
144195,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN -MONTHLY IDCW,INF194KA11S2,INF194KA12S0,10.0454,01-Jul-2024
144195,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN -MONTHLY IDCW,INF194KA11S2,INF194KA12S0,10.0467,01-Oct-2024
144195,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN -MONTHLY IDCW,INF194KA11S2,INF194KA12S0,10.0431,01-Jan-2025
144195,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN -MONTHLY IDCW,INF194KA11S2,INF194KA12S0,10.045,01-Jul-2025
144195,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN -MONTHLY IDCW,INF194KA11S2,INF194KA12S0,10.0433,01-Oct-2025
144173,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN GROWTH,INF194KA16R3,,10.1469,01-Oct-2018
144173,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN GROWTH,INF194KA16R3,,10.3813,01-Jan-2019
144173,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN GROWTH,INF194KA16R3,,10.8155,01-Jul-2019
144173,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN GROWTH,INF194KA16R3,,11.045,01-Oct-2019
144173,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN GROWTH,INF194KA16R3,,11.2299,01-Jan-2020
144173,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN GROWTH,INF194KA16R3,,11.6544,01-Jul-2020
144173,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN GROWTH,INF194KA16R3,,11.7638,01-Oct-2020
144173,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN GROWTH,INF194KA16R3,,11.8783,01-Jan-2021
144173,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN GROWTH,INF194KA16R3,,12.0772,01-Jul-2021
144173,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN GROWTH,INF194KA16R3,,12.1823,01-Oct-2021
144173,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN GROWTH,INF194KA16R3,,12.5017,01-Jul-2022
144173,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN GROWTH,INF194KA16R3,,13.7889,01-Jan-2024
144173,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN GROWTH,INF194KA16R3,,14.3117,01-Jul-2024
144173,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN GROWTH,INF194KA16R3,,14.3117,01-Jul-2024
144173,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN GROWTH,INF194KA16R3,,14.575,01-Oct-2024
144173,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN GROWTH,INF194KA16R3,,14.8364,01-Jan-2025
144173,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN GROWTH,INF194KA16R3,,15.4257,01-Jul-2025
144173,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN GROWTH,INF194KA16R3,,15.6631,01-Oct-2025
144196,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN PERIODIC IDCW,INF194KA17S9,INF194KA18S7,10.4367,01-Jan-2019
144196,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN PERIODIC IDCW,INF194KA17S9,INF194KA18S7,10.8788,01-Jul-2019
144196,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN PERIODIC IDCW,INF194KA17S9,INF194KA18S7,11.1121,01-Oct-2019
144196,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN PERIODIC IDCW,INF194KA17S9,INF194KA18S7,11.3009,01-Jan-2020
144196,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN PERIODIC IDCW,INF194KA17S9,INF194KA18S7,10.4589,01-Jul-2020
